action_1_amount,action_1_player,action_1_street,action_1_type,action_2_amount,action_2_player,action_2_street,action_2_type,action_3_amount,action_3_player,action_3_street,action_3_type,action_4_amount,action_4_player,action_4_street,action_4_type,action_5_amount,action_5_player,action_5_street,action_5_type,action_6_amount,action_6_player,action_6_street,action_6_type,action_7_amount,action_7_player,action_7_street,action_7_type,action_8_amount,action_8_player,action_8_street,action_8_type,action_9_amount,action_9_player,action_9_street,action_9_type,community_cards,current_street,final_pot,final_stack,game_number,hand_name,hand_value,hole_cards,initial_seats,initial_stack,player_name,pot,round_count,street,win_rate,won_hand
10,xmqouubxzyvfichrutawyo,preflop,call,10,dizhgpwdvoypxwooqwutxi,preflop,call,0,xmqouubxzyvfichrutawyo,flop,call,0,dizhgpwdvoypxwooqwutxi,flop,call,0,xmqouubxzyvfichrutawyo,turn,call,0,dizhgpwdvoypxwooqwutxi,turn,call,0,xmqouubxzyvfichrutawyo,river,call,0,dizhgpwdvoypxwooqwutxi,river,call,,,,,"C2,C9,S5,SA,HA",river,20,1010,1,,,"SJ,DK","[{'name': 'Player1', 'uuid': 'dizhgpwdvoypxwooqwutxi', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'xmqouubxzyvfichrutawyo', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.5,1
10,knmdaexhvjubnlojuyeird,preflop,call,10,utxvpfncdghcgkdvgkmxca,preflop,call,0,knmdaexhvjubnlojuyeird,flop,call,0,utxvpfncdghcgkdvgkmxca,flop,call,0,knmdaexhvjubnlojuyeird,turn,call,0,utxvpfncdghcgkdvgkmxca,turn,call,990,knmdaexhvjubnlojuyeird,river,raise,990,utxvpfncdghcgkdvgkmxca,river,call,,,,,"SQ,D8,H3,S5,H2",river,2000,0,1,,,"H9,D6","[{'name': 'Player1', 'uuid': 'utxvpfncdghcgkdvgkmxca', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'knmdaexhvjubnlojuyeird', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,river,0.04,0
10,iadtkqjsuskvlgsxqzqmoe,preflop,call,10,vvribxcvgiqenvergfoyac,preflop,call,0,iadtkqjsuskvlgsxqzqmoe,flop,call,0,vvribxcvgiqenvergfoyac,flop,call,0,iadtkqjsuskvlgsxqzqmoe,turn,call,0,vvribxcvgiqenvergfoyac,turn,call,0,iadtkqjsuskvlgsxqzqmoe,river,call,0,vvribxcvgiqenvergfoyac,river,call,,,,,"H7,CK,C9,CJ,C2",river,20,990,1,,,"S3,HQ","[{'name': 'Player1', 'uuid': 'vvribxcvgiqenvergfoyac', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'iadtkqjsuskvlgsxqzqmoe', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.09,0
10,dcpdoaiceyjfsgcfwrdwgl,preflop,call,10,msimkzzagjzarjrmmefzce,preflop,call,990,dcpdoaiceyjfsgcfwrdwgl,flop,raise,990,msimkzzagjzarjrmmefzce,flop,call,,,,,,,,,,,,,,,,,,,,,"C5,C6,HJ",river,2000,2000,1,,,"SA,CT","[{'name': 'Player1', 'uuid': 'msimkzzagjzarjrmmefzce', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'dcpdoaiceyjfsgcfwrdwgl', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.43,1
10,phwpdvgpltoitaqwbjpjdw,preflop,call,10,zwkkvurnfoebsfbzvnrwvr,preflop,call,0,phwpdvgpltoitaqwbjpjdw,flop,call,0,zwkkvurnfoebsfbzvnrwvr,flop,call,0,phwpdvgpltoitaqwbjpjdw,turn,call,0,zwkkvurnfoebsfbzvnrwvr,turn,call,990,phwpdvgpltoitaqwbjpjdw,river,raise,990,zwkkvurnfoebsfbzvnrwvr,river,call,,,,,"H8,S7,S6,C3,H7",river,2000,0,1,,,"SA,DT","[{'name': 'Player1', 'uuid': 'zwkkvurnfoebsfbzvnrwvr', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'phwpdvgpltoitaqwbjpjdw', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,river,0.42,0
10,skpzkgkavqtsxlrljsgefg,preflop,call,10,izxfmjjvaqelvocgzcltlq,preflop,call,990,skpzkgkavqtsxlrljsgefg,flop,raise,990,izxfmjjvaqelvocgzcltlq,flop,call,,,,,,,,,,,,,,,,,,,,,"D8,CQ,CJ",river,2000,0,1,,,"SJ,C2","[{'name': 'Player1', 'uuid': 'izxfmjjvaqelvocgzcltlq', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'skpzkgkavqtsxlrljsgefg', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.64,0
10,vjxvykxalpfwyzeybbaleu,preflop,call,10,bdfbqluhohobjdiiyfiixj,preflop,call,0,vjxvykxalpfwyzeybbaleu,flop,call,0,bdfbqluhohobjdiiyfiixj,flop,call,0,vjxvykxalpfwyzeybbaleu,turn,call,0,bdfbqluhohobjdiiyfiixj,turn,call,0,vjxvykxalpfwyzeybbaleu,river,call,0,bdfbqluhohobjdiiyfiixj,river,call,,,,,"S8,CA,H2,D3,D4",river,20,990,1,,,"H5,C7","[{'name': 'Player1', 'uuid': 'bdfbqluhohobjdiiyfiixj', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'vjxvykxalpfwyzeybbaleu', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.01,0
10,jybmqqevlavvcnfzfdwyce,preflop,call,10,atfithghuobeupbzzcowad,preflop,call,0,jybmqqevlavvcnfzfdwyce,flop,call,0,atfithghuobeupbzzcowad,flop,call,0,jybmqqevlavvcnfzfdwyce,turn,call,0,atfithghuobeupbzzcowad,turn,call,0,jybmqqevlavvcnfzfdwyce,river,call,0,atfithghuobeupbzzcowad,river,call,,,,,"C4,S5,DT,C5,CK",river,20,990,1,,,"H9,S3","[{'name': 'Player1', 'uuid': 'atfithghuobeupbzzcowad', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'jybmqqevlavvcnfzfdwyce', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.17,0
10,yvsfprqpiktskcwwtlgobv,preflop,call,10,glohlemlqilnjitojgumjf,preflop,call,0,yvsfprqpiktskcwwtlgobv,flop,call,0,glohlemlqilnjitojgumjf,flop,call,0,yvsfprqpiktskcwwtlgobv,turn,call,0,glohlemlqilnjitojgumjf,turn,call,0,yvsfprqpiktskcwwtlgobv,river,call,0,glohlemlqilnjitojgumjf,river,call,,,,,"CQ,C3,CJ,C6,S7",river,20,990,1,,,"D5,SA","[{'name': 'Player1', 'uuid': 'glohlemlqilnjitojgumjf', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'yvsfprqpiktskcwwtlgobv', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.15,0
10,sczkhpobtqyhchchqncuoh,preflop,call,10,odahommdfnqminvveoxiuo,preflop,call,0,sczkhpobtqyhchchqncuoh,flop,call,0,odahommdfnqminvveoxiuo,flop,call,990,sczkhpobtqyhchchqncuoh,turn,raise,990,odahommdfnqminvveoxiuo,turn,call,,,,,,,,,,,,,"HT,DA,H2,H9",river,2000,0,1,,,"S6,D6","[{'name': 'Player1', 'uuid': 'odahommdfnqminvveoxiuo', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'sczkhpobtqyhchchqncuoh', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,turn,0.43,0
10,eagduuhtcfunqpzszmvwuo,preflop,call,10,jxkpybbefsliutohsyqqae,preflop,call,0,eagduuhtcfunqpzszmvwuo,flop,call,990,jxkpybbefsliutohsyqqae,flop,raise,990,eagduuhtcfunqpzszmvwuo,flop,call,,,,,,,,,,,,,,,,,"D6,S4,DK",river,2000,2000,1,,,"C6,H6","[{'name': 'Player1', 'uuid': 'jxkpybbefsliutohsyqqae', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'eagduuhtcfunqpzszmvwuo', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.88,1
10,crcswghvlavtdztffnugyn,preflop,call,10,orfzbiajujnlrhvarbumjs,preflop,call,0,crcswghvlavtdztffnugyn,flop,call,0,orfzbiajujnlrhvarbumjs,flop,call,0,crcswghvlavtdztffnugyn,turn,call,0,orfzbiajujnlrhvarbumjs,turn,call,0,crcswghvlavtdztffnugyn,river,call,0,orfzbiajujnlrhvarbumjs,river,call,,,,,"S5,H5,DT,S8,DA",river,20,1010,1,,,"H8,S9","[{'name': 'Player1', 'uuid': 'orfzbiajujnlrhvarbumjs', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'crcswghvlavtdztffnugyn', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.57,1
10,fmnvcinqnqhwikhurrjtdh,preflop,call,10,lbsgpfjpbihpzefhgrgpsb,preflop,call,0,fmnvcinqnqhwikhurrjtdh,flop,call,0,lbsgpfjpbihpzefhgrgpsb,flop,call,0,fmnvcinqnqhwikhurrjtdh,turn,call,990,lbsgpfjpbihpzefhgrgpsb,turn,raise,990,fmnvcinqnqhwikhurrjtdh,turn,call,,,,,,,,,"H4,DT,D4,DJ",river,2000,2000,1,,,"CA,HJ","[{'name': 'Player1', 'uuid': 'lbsgpfjpbihpzefhgrgpsb', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'fmnvcinqnqhwikhurrjtdh', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,turn,0.7,1
10,ppvaytgsvlxxwdcfhgjwmd,preflop,call,10,jpvevhvhfyitbocsafgymh,preflop,call,990,ppvaytgsvlxxwdcfhgjwmd,flop,raise,990,jpvevhvhfyitbocsafgymh,flop,call,,,,,,,,,,,,,,,,,,,,,"SQ,S6,C2",river,2000,2000,1,,,"H6,HJ","[{'name': 'Player1', 'uuid': 'jpvevhvhfyitbocsafgymh', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'ppvaytgsvlxxwdcfhgjwmd', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.63,1
10,mekjaruwmgekliezowboxl,preflop,call,10,mysnatzffgwrmvxudgnohx,preflop,call,0,mekjaruwmgekliezowboxl,flop,call,0,mysnatzffgwrmvxudgnohx,flop,call,0,mekjaruwmgekliezowboxl,turn,call,0,mysnatzffgwrmvxudgnohx,turn,call,0,mekjaruwmgekliezowboxl,river,call,0,mysnatzffgwrmvxudgnohx,river,call,,,,,"D7,D8,CT,HA,DT",river,20,1010,1,,,"S4,H7","[{'name': 'Player1', 'uuid': 'mysnatzffgwrmvxudgnohx', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'mekjaruwmgekliezowboxl', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.55,1
1000,nqiyodjlayhvzntkpjskbd,preflop,raise,1000,mdbofwnetqxbnmfhzbfumi,preflop,call,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,river,2000,2000,1,,,"DQ,HK","[{'name': 'Player1', 'uuid': 'mdbofwnetqxbnmfhzbfumi', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'nqiyodjlayhvzntkpjskbd', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,preflop,0.66,1
10,klwfpwrvuybulvgcpcxalw,preflop,call,10,gngtysukvqwjzapwjepoqr,preflop,call,0,klwfpwrvuybulvgcpcxalw,flop,call,0,gngtysukvqwjzapwjepoqr,flop,call,0,klwfpwrvuybulvgcpcxalw,turn,call,0,gngtysukvqwjzapwjepoqr,turn,call,0,klwfpwrvuybulvgcpcxalw,river,call,990,gngtysukvqwjzapwjepoqr,river,raise,990,klwfpwrvuybulvgcpcxalw,river,call,"D8,SA,S7,S4,CK",river,2000,2000,1,,,"D4,DK","[{'name': 'Player1', 'uuid': 'gngtysukvqwjzapwjepoqr', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'klwfpwrvuybulvgcpcxalw', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.9,1
10,arosigoarkurfbkeewdgdc,preflop,call,10,zadchqqqmmydnjbxpuldpe,preflop,call,0,arosigoarkurfbkeewdgdc,flop,call,990,zadchqqqmmydnjbxpuldpe,flop,raise,990,arosigoarkurfbkeewdgdc,flop,call,,,,,,,,,,,,,,,,,"D8,DQ,DT",river,2000,2000,1,,,"SJ,D9","[{'name': 'Player1', 'uuid': 'zadchqqqmmydnjbxpuldpe', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'arosigoarkurfbkeewdgdc', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.91,1
10,paxusnvcobzqachcuitzfg,preflop,call,10,ekpkhktzpkuqtbdvuqidso,preflop,call,0,paxusnvcobzqachcuitzfg,flop,call,0,ekpkhktzpkuqtbdvuqidso,flop,call,0,paxusnvcobzqachcuitzfg,turn,call,0,ekpkhktzpkuqtbdvuqidso,turn,call,0,paxusnvcobzqachcuitzfg,river,call,0,ekpkhktzpkuqtbdvuqidso,river,call,,,,,"C5,H8,CA,H5,D6",river,20,990,1,,,"C2,SJ","[{'name': 'Player1', 'uuid': 'ekpkhktzpkuqtbdvuqidso', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'paxusnvcobzqachcuitzfg', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.3,0
10,vgrkjoggczgkaptpalytff,preflop,call,10,vtoazjtcpylygiropcxdzj,preflop,call,0,vgrkjoggczgkaptpalytff,flop,call,0,vtoazjtcpylygiropcxdzj,flop,call,0,vgrkjoggczgkaptpalytff,turn,call,0,vtoazjtcpylygiropcxdzj,turn,call,0,vgrkjoggczgkaptpalytff,river,call,0,vtoazjtcpylygiropcxdzj,river,call,,,,,"CT,C6,C5,HJ,SQ",river,20,990,1,,,"H7,S2","[{'name': 'Player1', 'uuid': 'vtoazjtcpylygiropcxdzj', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'vgrkjoggczgkaptpalytff', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.06,0
10,jbkdgjbhloovngfmyjpdcx,preflop,call,10,ypgffggcqiuqsxfzxusarz,preflop,call,0,jbkdgjbhloovngfmyjpdcx,flop,call,990,ypgffggcqiuqsxfzxusarz,flop,raise,990,jbkdgjbhloovngfmyjpdcx,flop,call,,,,,,,,,,,,,,,,,"HQ,H4,CK",river,2000,2000,1,,,"CQ,H3","[{'name': 'Player1', 'uuid': 'ypgffggcqiuqsxfzxusarz', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'jbkdgjbhloovngfmyjpdcx', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.71,1
10,tekaloklxfgwwxeepkynho,preflop,call,10,bfhbalxjzynosgllrwrlmt,preflop,call,0,tekaloklxfgwwxeepkynho,flop,call,0,bfhbalxjzynosgllrwrlmt,flop,call,0,tekaloklxfgwwxeepkynho,turn,call,0,bfhbalxjzynosgllrwrlmt,turn,call,0,tekaloklxfgwwxeepkynho,river,call,0,bfhbalxjzynosgllrwrlmt,river,call,,,,,"SA,HQ,S3,D2,CA",river,20,1010,1,,,"D4,D3","[{'name': 'Player1', 'uuid': 'bfhbalxjzynosgllrwrlmt', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'tekaloklxfgwwxeepkynho', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.61,1
10,jpjvywwxarggffujhruxcq,preflop,call,10,bqemkjpnbqummjqsqoktbl,preflop,call,0,jpjvywwxarggffujhruxcq,flop,call,0,bqemkjpnbqummjqsqoktbl,flop,call,0,jpjvywwxarggffujhruxcq,turn,call,0,bqemkjpnbqummjqsqoktbl,turn,call,0,jpjvywwxarggffujhruxcq,river,call,0,bqemkjpnbqummjqsqoktbl,river,call,,,,,"S7,C3,DT,S5,C8",river,20,990,1,,,"S2,SQ","[{'name': 'Player1', 'uuid': 'bqemkjpnbqummjqsqoktbl', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'jpjvywwxarggffujhruxcq', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.08,0
10,ckbfvpdkybilvbcodhzmil,preflop,call,1000,fdawnkkombyubvwuizwwgs,preflop,raise,1000,ckbfvpdkybilvbcodhzmil,preflop,call,,,,,,,,,,,,,,,,,,,,,,,,,,river,2000,2000,1,,,"CT,DT","[{'name': 'Player1', 'uuid': 'fdawnkkombyubvwuizwwgs', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'ckbfvpdkybilvbcodhzmil', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,preflop,0.79,1
10,enneakpuyarsffaugfxzfb,preflop,call,10,iypfiaxryvsdxwmrvrwhth,preflop,call,0,enneakpuyarsffaugfxzfb,flop,call,0,iypfiaxryvsdxwmrvrwhth,flop,call,0,enneakpuyarsffaugfxzfb,turn,call,0,iypfiaxryvsdxwmrvrwhth,turn,call,0,enneakpuyarsffaugfxzfb,river,call,0,iypfiaxryvsdxwmrvrwhth,river,call,,,,,"D8,C9,DA,SJ,C2",river,20,1010,1,,,"D7,H5","[{'name': 'Player1', 'uuid': 'iypfiaxryvsdxwmrvrwhth', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'enneakpuyarsffaugfxzfb', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.12,1
10,vrfqozzpyojiqbfsdxwgif,preflop,call,10,zjwjzpfbfxkcatwryjfbxx,preflop,call,0,vrfqozzpyojiqbfsdxwgif,flop,call,0,zjwjzpfbfxkcatwryjfbxx,flop,call,0,vrfqozzpyojiqbfsdxwgif,turn,call,0,zjwjzpfbfxkcatwryjfbxx,turn,call,0,vrfqozzpyojiqbfsdxwgif,river,call,990,zjwjzpfbfxkcatwryjfbxx,river,raise,990,vrfqozzpyojiqbfsdxwgif,river,call,"CQ,C8,H6,C6,SA",river,2000,2000,1,,,"D8,HA","[{'name': 'Player1', 'uuid': 'zjwjzpfbfxkcatwryjfbxx', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'vrfqozzpyojiqbfsdxwgif', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.84,1
10,dqlxbhefshojkqgweksudu,preflop,call,10,vgwjpygcbpcozxdgffemle,preflop,call,0,dqlxbhefshojkqgweksudu,flop,call,990,vgwjpygcbpcozxdgffemle,flop,raise,990,dqlxbhefshojkqgweksudu,flop,call,,,,,,,,,,,,,,,,,"S6,DK,SK",river,2000,2000,1,,,"HK,D4","[{'name': 'Player1', 'uuid': 'vgwjpygcbpcozxdgffemle', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'dqlxbhefshojkqgweksudu', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.92,1
10,lolxvpbdrgkdbhswrujwqk,preflop,call,10,zbkdpywiurwpbhsdiylikm,preflop,call,0,lolxvpbdrgkdbhswrujwqk,flop,call,990,zbkdpywiurwpbhsdiylikm,flop,raise,990,lolxvpbdrgkdbhswrujwqk,flop,call,,,,,,,,,,,,,,,,,"H7,C2,C7",river,2000,2000,1,,,"S7,C6","[{'name': 'Player1', 'uuid': 'zbkdpywiurwpbhsdiylikm', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'lolxvpbdrgkdbhswrujwqk', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.97,1
10,qfddzqviujbisflmyvlmgo,preflop,call,10,ttuhtotrguwsjzvprbhajn,preflop,call,0,qfddzqviujbisflmyvlmgo,flop,call,0,ttuhtotrguwsjzvprbhajn,flop,call,0,qfddzqviujbisflmyvlmgo,turn,call,0,ttuhtotrguwsjzvprbhajn,turn,call,0,qfddzqviujbisflmyvlmgo,river,call,0,ttuhtotrguwsjzvprbhajn,river,call,,,,,"H8,SJ,S9,H4,HJ",river,20,1010,1,,,"H3,CQ","[{'name': 'Player1', 'uuid': 'ttuhtotrguwsjzvprbhajn', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'qfddzqviujbisflmyvlmgo', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.17,1
10,ktzndqwyivrtxkcqicpcbf,preflop,call,10,xprrsufcidcqgmdfxufzmj,preflop,call,0,ktzndqwyivrtxkcqicpcbf,flop,call,0,xprrsufcidcqgmdfxufzmj,flop,call,0,ktzndqwyivrtxkcqicpcbf,turn,call,0,xprrsufcidcqgmdfxufzmj,turn,call,0,ktzndqwyivrtxkcqicpcbf,river,call,0,xprrsufcidcqgmdfxufzmj,river,call,,,,,"CA,ST,HT,D9,SQ",river,20,1010,1,,,"S6,DQ","[{'name': 'Player1', 'uuid': 'xprrsufcidcqgmdfxufzmj', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'ktzndqwyivrtxkcqicpcbf', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.66,1
10,ktbrksjzieziwbnqewimqt,preflop,call,10,jojaxilcwrmiusghmmsqxs,preflop,call,0,ktbrksjzieziwbnqewimqt,flop,call,0,jojaxilcwrmiusghmmsqxs,flop,call,990,ktbrksjzieziwbnqewimqt,turn,raise,990,jojaxilcwrmiusghmmsqxs,turn,call,,,,,,,,,,,,,"D7,CT,D6,S9",river,2000,0,1,,,"C3,S6","[{'name': 'Player1', 'uuid': 'jojaxilcwrmiusghmmsqxs', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'ktbrksjzieziwbnqewimqt', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,turn,0.37,0
10,ptoijfmgfpumkhcdyxybwo,preflop,call,10,rtkapkorjsmviyubgtmjmf,preflop,call,0,ptoijfmgfpumkhcdyxybwo,flop,call,990,rtkapkorjsmviyubgtmjmf,flop,raise,990,ptoijfmgfpumkhcdyxybwo,flop,call,,,,,,,,,,,,,,,,,"S6,S5,C8",river,2000,2000,1,,,"H8,H6","[{'name': 'Player1', 'uuid': 'rtkapkorjsmviyubgtmjmf', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'ptoijfmgfpumkhcdyxybwo', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.83,1
10,hmwtmprmppaakzxbvbsmfj,preflop,call,10,njzlxoxvwukzqffefuzaup,preflop,call,990,hmwtmprmppaakzxbvbsmfj,flop,raise,990,njzlxoxvwukzqffefuzaup,flop,call,,,,,,,,,,,,,,,,,,,,,"H9,H3,HK",river,2000,0,1,,,"S7,C6","[{'name': 'Player1', 'uuid': 'njzlxoxvwukzqffefuzaup', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'hmwtmprmppaakzxbvbsmfj', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.21,0
10,nvzbmajpbawccqgjruxmhf,preflop,call,10,xmjervjtquyzjaapqegpay,preflop,call,990,nvzbmajpbawccqgjruxmhf,flop,raise,990,xmjervjtquyzjaapqegpay,flop,call,,,,,,,,,,,,,,,,,,,,,"SA,H2,DJ",river,2000,0,1,,,"DK,S9","[{'name': 'Player1', 'uuid': 'xmjervjtquyzjaapqegpay', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'nvzbmajpbawccqgjruxmhf', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.56,0
10,zbovcvdopztthnwpcyvnqb,preflop,call,10,sbbqewgejbebabevkplbmi,preflop,call,0,zbovcvdopztthnwpcyvnqb,flop,call,990,sbbqewgejbebabevkplbmi,flop,raise,990,zbovcvdopztthnwpcyvnqb,flop,call,,,,,,,,,,,,,,,,,"D3,SJ,SK",river,2000,2000,1,,,"S7,DJ","[{'name': 'Player1', 'uuid': 'sbbqewgejbebabevkplbmi', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'zbovcvdopztthnwpcyvnqb', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,flop,0.75,1
10,hhhvjewwadaawjnxstmfjv,preflop,call,10,vefejikktbsmyfxvazbbcu,preflop,call,0,hhhvjewwadaawjnxstmfjv,flop,call,0,vefejikktbsmyfxvazbbcu,flop,call,0,hhhvjewwadaawjnxstmfjv,turn,call,0,vefejikktbsmyfxvazbbcu,turn,call,0,hhhvjewwadaawjnxstmfjv,river,call,0,vefejikktbsmyfxvazbbcu,river,call,,,,,"D5,S2,CK,SQ,H7",river,20,990,1,,,"D4,S4","[{'name': 'Player1', 'uuid': 'vefejikktbsmyfxvazbbcu', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'hhhvjewwadaawjnxstmfjv', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.57,0
10,lfawuocpyvghatyvglrrtv,preflop,call,10,tuyjnxohugsumnxpethbxd,preflop,call,990,lfawuocpyvghatyvglrrtv,flop,raise,990,tuyjnxohugsumnxpethbxd,flop,call,,,,,,,,,,,,,,,,,,,,,"DJ,S8,S5",river,2000,0,1,,,"S4,S3","[{'name': 'Player1', 'uuid': 'tuyjnxohugsumnxpethbxd', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'lfawuocpyvghatyvglrrtv', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.48,0
10,covjklkxhxpoaxcjisinnn,preflop,call,10,xxiytnciefqazsoijitlsx,preflop,call,0,covjklkxhxpoaxcjisinnn,flop,call,0,xxiytnciefqazsoijitlsx,flop,call,990,covjklkxhxpoaxcjisinnn,turn,raise,990,xxiytnciefqazsoijitlsx,turn,call,,,,,,,,,,,,,"H8,CK,D6,HJ",river,2000,0,1,,,"C7,H6","[{'name': 'Player1', 'uuid': 'xxiytnciefqazsoijitlsx', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'covjklkxhxpoaxcjisinnn', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,turn,0.58,0
10,ybmookfudjdjioxuqhjgan,preflop,call,10,xeilhjtdnmlggewodwzwrw,preflop,call,990,ybmookfudjdjioxuqhjgan,flop,raise,-1,xeilhjtdnmlggewodwzwrw,flop,raise,,,,,,,,,,,,,,,,,,,,,"CA,HQ,D6",flop,1010,990,1,,,"D4,SQ","[{'name': 'Player1', 'uuid': 'xeilhjtdnmlggewodwzwrw', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'ybmookfudjdjioxuqhjgan', 'stack': 995, 'state': 'participating'}]",1000,Player1,1010,1,flop,0.73,0
10,yfohxfumiozexnikubibor,preflop,call,10,nqsqvpnqnuyuijgzsckani,preflop,call,0,yfohxfumiozexnikubibor,flop,call,0,nqsqvpnqnuyuijgzsckani,flop,call,0,yfohxfumiozexnikubibor,turn,call,0,nqsqvpnqnuyuijgzsckani,turn,call,0,yfohxfumiozexnikubibor,river,call,0,nqsqvpnqnuyuijgzsckani,river,call,,,,,"D9,DA,C7,D4,DT",river,20,990,1,,,"H2,SQ","[{'name': 'Player1', 'uuid': 'nqsqvpnqnuyuijgzsckani', 'stack': 990, 'state': 'participating'}, {'name': 'Player2', 'uuid': 'yfohxfumiozexnikubibor', 'stack': 995, 'state': 'participating'}]",1000,Player1,20,1,river,0.13,0
